task_id,example_id,input_shape,output_shape,shape_changed,input_obj_count,output_obj_count,obj_count_changed,detected_rules,rule_count,recolor,rotation,reflection,crop,scale_up,translation
42f83767,2,15x17,20x20,True,9,10,True,None,0,False,,,False,False,False
42f83767,3,15x17,30x30,True,40,36,True,None,0,False,,,False,False,False
4347f46a,1,8x7,8x7,False,1,1,False,None,0,False,,,False,False,False
4347f46a,2,18x16,18x16,False,4,4,False,None,0,False,,,False,False,False
4347f46a,3,11x12,11x12,False,2,2,False,None,0,False,,,False,False,False
4364c1c4,1,12x12,12x12,False,3,3,False,None,0,False,,,False,False,False
4364c1c4,2,16x12,16x12,False,3,3,False,None,0,False,,,False,False,False
4364c1c4,3,12x13,12x13,False,5,6,True,None,0,False,,,False,False,False
444801d8,1,10x10,10x10,False,4,4,False,None,0,False,,,False,False,False
444801d8,2,10x10,10x10,False,2,2,False,None,0,False,,,False,False,False
444801d8,3,10x10,10x10,False,4,4,False,None,0,False,,,False,False,False
445eab21,1,10x10,2x2,True,2,1,True,None,0,False,,,False,False,False
445eab21,2,10x10,2x2,True,2,1,True,None,0,False,,,False,False,False
445eab21,3,10x10,2x2,True,2,1,True,None,0,False,,,False,False,False
447fd412,1,14x12,14x12,False,7,9,True,None,0,False,,,False,False,False
447fd412,2,14x12,14x12,False,5,6,True,None,0,False,,,False,False,False
447fd412,3,14x12,14x12,False,3,4,True,None,0,False,,,False,False,False
44d8ac46,1,12x12,12x12,False,3,4,True,None,0,False,,,False,False,False
44d8ac46,2,12x12,12x12,False,3,6,True,None,0,False,,,False,False,False
44d8ac46,3,12x12,12x12,False,2,2,False,"unchanged, crop",2,False,,,True,False,False
44d8ac46,4,12x12,12x12,False,3,5,True,None,0,False,,,False,False,False
44f52bb0,1,3x3,1x1,True,2,1,True,None,0,False,,,False,False,False
44f52bb0,2,3x3,1x1,True,1,1,False,None,0,False,,,False,False,False
44f52bb0,3,3x3,1x1,True,1,1,False,None,0,False,,,False,False,False
44f52bb0,4,3x3,1x1,True,2,1,True,None,0,False,,,False,False,False
44f52bb0,5,3x3,1x1,True,2,1,True,None,0,False,,,False,False,False
44f52bb0,6,3x3,1x1,True,5,1,True,None,0,False,,,False,False,False
4522001f,1,3x3,9x9,True,2,2,False,None,0,False,,,False,False,False
4522001f,2,3x3,9x9,True,2,2,False,None,0,False,,,False,False,False
456873bc,1,11x11,11x11,False,13,19,True,None,0,False,,,False,False,False
456873bc,2,19x19,19x19,False,9,23,True,None,0,False,,,False,False,False
456873bc,3,11x11,11x11,False,13,19,True,None,0,False,,,False,False,False
45737921,1,7x7,7x7,False,3,3,False,recolor,1,True,,,False,False,False
45737921,2,13x10,13x10,False,7,7,False,None,0,False,,,False,False,False
45737921,3,12x12,12x12,False,12,12,False,None,0,False,,,False,False,False
458e3a53,1,29x29,2x2,True,429,3,True,None,0,False,,,False,False,False
458e3a53,2,29x29,3x3,True,401,5,True,None,0,False,,,False,False,False
45bbe264,1,14x14,14x14,False,2,8,True,None,0,False,,,False,False,False
45bbe264,2,16x16,16x16,False,2,8,True,None,0,False,,,False,False,False
45bbe264,3,13x13,13x13,False,3,21,True,None,0,False,,,False,False,False
4612dd53,1,11x13,11x13,False,7,15,True,None,0,False,,,False,False,False
4612dd53,2,9x13,9x13,False,8,16,True,None,0,False,,,False,False,False
4612dd53,3,13x13,13x13,False,10,20,True,None,0,False,,,False,False,False
46442a0e,1,3x3,6x6,True,2,5,True,None,0,False,,,False,False,False
46442a0e,2,2x2,4x4,True,4,9,True,None,0,False,,,False,False,False
46442a0e,3,3x3,6x6,True,3,9,True,None,0,False,,,False,False,False
465b7d93,1,10x10,10x10,False,4,3,True,None,0,False,,,False,False,False
465b7d93,2,10x10,10x10,False,4,3,True,None,0,False,,,False,False,False
465b7d93,3,10x10,10x10,False,4,4,False,None,0,False,,,False,False,False
469497ad,1,5x5,15x15,True,4,10,True,None,0,False,,,False,False,False
469497ad,2,5x5,10x10,True,2,10,True,None,0,False,,,False,False,False
469497ad,3,5x5,20x20,True,6,22,True,None,0,False,,,False,False,False
46c35fc7,1,7x7,7x7,False,18,15,True,None,0,False,,,False,False,False
46c35fc7,2,7x7,7x7,False,9,9,False,recolor,1,True,,,False,False,False
46c35fc7,3,7x7,7x7,False,13,13,False,None,0,False,,,False,False,False
46f33fce,1,10x10,20x20,True,6,5,True,None,0,False,,,False,False,False
46f33fce,2,10x10,20x20,True,6,6,False,None,0,False,,,False,False,False
46f33fce,3,10x10,20x20,True,5,4,True,None,0,False,,,False,False,False
470c91de,1,10x10,10x10,False,7,4,True,None,0,False,,,False,False,False
470c91de,2,10x10,10x10,False,5,3,True,None,0,False,,,False,False,False
470c91de,3,11x11,11x11,False,7,4,True,None,0,False,,,False,False,False
47c1f68c,1,9x9,8x8,True,3,8,True,None,0,False,,,False,False,False
47c1f68c,2,11x11,10x10,True,2,4,True,None,0,False,,,False,False,False
47c1f68c,3,7x7,6x6,True,3,5,True,None,0,False,,,False,False,False
48131b3c,1,2x2,4x4,True,2,8,True,None,0,False,,,False,False,False
48131b3c,2,3x3,6x6,True,3,5,True,None,0,False,,,False,False,False
48131b3c,3,4x4,8x8,True,3,8,True,None,0,False,,,False,False,False
484b58aa,1,29x29,29x29,False,542,590,True,None,0,False,,,False,False,False
484b58aa,2,29x29,29x29,False,782,841,True,None,0,False,,,False,False,False
484b58aa,3,29x29,29x29,False,735,841,True,None,0,False,,,False,False,False
4852f2fa,1,9x9,3x3,True,2,1,True,crop,1,False,,,True,False,False
4852f2fa,2,9x9,3x9,True,5,6,True,None,0,False,,,False,False,False
4852f2fa,3,9x9,3x12,True,5,4,True,None,0,False,,,False,False,False
4852f2fa,4,9x9,3x9,True,4,1,True,None,0,False,,,False,False,False
4852f2fa,5,9x9,3x6,True,3,1,True,None,0,False,,,False,False,False
48634b99,1,16x16,16x16,False,12,12,False,None,0,False,,,False,False,False
48634b99,2,16x16,16x16,False,15,15,False,None,0,False,,,False,False,False
48634b99,3,16x16,16x16,False,17,17,False,None,0,False,,,False,False,False
48d8fb45,1,10x10,3x3,True,7,3,True,crop,1,False,,,True,False,False
48d8fb45,2,10x10,3x3,True,4,1,True,crop,1,False,,,True,False,False
48d8fb45,3,10x10,3x3,True,5,1,True,crop,1,False,,,True,False,False
48f8583b,1,3x3,9x9,True,4,4,False,None,0,False,,,False,False,False
48f8583b,2,3x3,9x9,True,4,7,True,None,0,False,,,False,False,False
48f8583b,3,3x3,9x9,True,6,18,True,None,0,False,,,False,False,False
48f8583b,4,3x3,9x9,True,4,8,True,None,0,False,,,False,False,False
48f8583b,5,3x3,9x9,True,6,6,False,None,0,False,,,False,False,False
48f8583b,6,3x3,9x9,True,3,8,True,None,0,False,,,False,False,False
4938f0c2,1,10x10,10x10,False,3,9,True,None,0,False,,,False,False,False
4938f0c2,2,20x30,20x30,False,2,5,True,None,0,False,,,False,False,False
4938f0c2,3,12x14,12x14,False,9,9,False,"unchanged, crop",2,False,,,True,False,False
494ef9d7,1,10x10,10x10,False,18,18,False,None,0,False,,,False,False,False
494ef9d7,2,3x5,3x5,False,6,6,False,None,0,False,,,False,False,False
494ef9d7,3,4x7,4x7,False,8,8,False,None,0,False,,,False,False,False
494ef9d7,4,7x8,7x8,False,10,10,False,None,0,False,,,False,False,False
496994bd,1,10x5,10x5,False,2,4,True,None,0,False,,,False,False,False
496994bd,2,10x3,10x3,False,2,4,True,None,0,False,,,False,False,False
49d1d64f,1,2x3,4x5,True,6,6,False,None,0,False,,,False,False,False
49d1d64f,2,2x2,4x4,True,4,4,False,None,0,False,,,False,False,False
49d1d64f,3,3x3,5x5,True,8,8,False,None,0,False,,,False,False,False
4a1cacc2,1,6x8,6x8,False,2,2,False,None,0,False,,,False,False,False
4a1cacc2,2,6x6,6x6,False,2,2,False,None,0,False,,,False,False,False
4a1cacc2,3,10x8,10x8,False,2,2,False,None,0,False,,,False,False,False
4a1cacc2,4,4x4,4x4,False,2,2,False,None,0,False,,,False,False,False
4acc7107,1,10x10,10x10,False,4,4,False,None,0,False,,,False,False,False
4acc7107,2,10x10,10x10,False,4,4,False,None,0,False,,,False,False,False
4acc7107,3,10x10,10x10,False,4,4,False,None,0,False,,,False,False,False
4acc7107,4,10x10,10x10,False,4,4,False,None,0,False,,,False,False,False
4b6b68e5,1,19x18,19x18,False,16,5,True,None,0,False,,,False,False,False
4b6b68e5,2,21x21,21x21,False,12,5,True,None,0,False,,,False,False,False
4b6b68e5,3,16x14,16x14,False,8,2,True,None,0,False,,,False,False,False
4be741c5,1,9x7,3x1,True,3,3,False,None,0,False,,,False,False,False
4be741c5,2,14x16,1x3,True,3,3,False,None,0,False,,,False,False,False
4be741c5,3,11x9,4x1,True,4,4,False,None,0,False,,,False,False,False
4c177718,1,15x15,9x15,True,8,5,True,None,0,False,,,False,False,False
4c177718,2,15x15,9x15,True,13,6,True,None,0,False,,,False,False,False
4c177718,3,15x15,9x15,True,5,2,True,None,0,False,,,False,False,False
4c177718,4,15x15,9x15,True,5,2,True,None,0,False,,,False,False,False
4c4377d9,1,3x4,6x4,True,4,4,False,None,0,False,,,False,False,False
4c4377d9,2,3x4,6x4,True,4,5,True,None,0,False,,,False,False,False
4c4377d9,3,3x4,6x4,True,3,4,True,None,0,False,,,False,False,False
4c4377d9,4,3x4,6x4,True,5,7,True,None,0,False,,,False,False,False
4c5c2cf0,1,14x14,14x14,False,6,9,True,None,0,False,,,False,False,False
4c5c2cf0,2,14x14,14x14,False,8,17,True,None,0,False,,,False,False,False
4c5c2cf0,3,12x12,12x12,False,8,17,True,None,0,False,,,False,False,False
4cd1b7b2,1,4x4,4x4,False,11,16,True,None,0,False,,,False,False,False
4cd1b7b2,2,4x4,4x4,False,11,16,True,None,0,False,,,False,False,False
4cd1b7b2,3,4x4,4x4,False,10,16,True,None,0,False,,,False,False,False
4df5b0ae,1,10x10,10x10,False,5,4,True,None,0,False,,,False,False,False
4df5b0ae,2,10x10,10x10,False,5,5,False,None,0,False,,,False,False,False
4df5b0ae,3,10x10,10x10,False,4,4,False,None,0,False,,,False,False,False
4e45f183,1,19x19,19x19,False,29,29,False,None,0,False,,,False,False,False
4e45f183,2,19x19,19x19,False,25,25,False,None,0,False,,,False,False,False
4e45f183,3,19x19,19x19,False,21,21,False,None,0,False,,,False,False,False
4e469f39,1,10x10,10x10,False,1,2,True,None,0,False,,,False,False,False
4e469f39,2,10x10,10x10,False,1,2,True,None,0,False,,,False,False,False
4e469f39,3,10x10,10x10,False,2,4,True,None,0,False,,,False,False,False
4e7e0eb9,1,9x9,9x9,False,5,5,False,reflection,1,False,,vertical,False,False,False
4e7e0eb9,2,19x9,19x9,False,10,10,False,recolor,1,True,,,False,False,False
4e7e0eb9,3,9x9,9x9,False,4,4,False,recolor,1,True,,,False,False,False
4e7e0eb9,4,19x19,19x19,False,19,19,False,None,0,False,,,False,False,False
4f537728,1,20x20,20x20,False,49,49,False,None,0,False,,,False,False,False
4f537728,2,20x20,20x20,False,49,49,False,None,0,False,,,False,False,False
4ff4c9da,1,23x23,23x23,False,56,56,False,None,0,False,,,False,False,False
4ff4c9da,2,21x21,21x21,False,37,37,False,None,0,False,,,False,False,False
4ff4c9da,3,17x17,17x17,False,38,38,False,None,0,False,,,False,False,False
5034a0b5,1,12x12,12x12,False,26,26,False,None,0,False,,,False,False,False
5034a0b5,2,8x8,8x8,False,17,15,True,None,0,False,,,False,False,False
5034a0b5,3,13x13,13x13,False,25,25,False,None,0,False,,,False,False,False
5034a0b5,4,10x10,10x10,False,12,10,True,None,0,False,,,False,False,False
505fff84,1,6x12,3x4,True,17,1,True,None,0,False,,,False,False,False
505fff84,2,4x11,1x7,True,9,2,True,crop,1,False,,,True,False,False
505fff84,3,5x10,2x3,True,16,2,True,crop,1,False,,,True,False,False
505fff84,4,8x12,3x6,True,10,3,True,crop,1,False,,,True,False,False
505fff84,5,14x11,5x5,True,29,1,True,None,0,False,,,False,False,False
506d28a5,1,9x5,4x5,True,7,1,True,None,0,False,,,False,False,False
506d28a5,2,9x5,4x5,True,5,1,True,None,0,False,,,False,False,False
506d28a5,3,9x5,4x5,True,8,1,True,None,0,False,,,False,False,False
506d28a5,4,9x5,4x5,True,4,1,True,None,0,False,,,False,False,False
50846271,1,18x19,18x19,False,26,33,True,None,0,False,,,False,False,False
50846271,2,20x20,20x20,False,36,51,True,None,0,False,,,False,False,False
50846271,3,11x12,11x12,False,20,22,True,None,0,False,,,False,False,False
50846271,4,20x22,20x22,False,66,72,True,None,0,False,,,False,False,False
508bd3b6,1,12x12,12x12,False,4,13,True,None,0,False,,,False,False,False
508bd3b6,2,12x12,12x12,False,3,13,True,None,0,False,,,False,False,False
508bd3b6,3,12x12,12x12,False,4,13,True,None,0,False,,,False,False,False
50a16a69,1,20x20,20x20,False,122,400,True,None,0,False,,,False,False,False
50a16a69,2,8x8,8x8,False,50,64,True,None,0,False,,,False,False,False
50a16a69,3,9x9,9x9,False,65,81,True,None,0,False,,,False,False,False
50aad11f,1,12x14,4x8,True,4,2,True,None,0,False,,,False,False,False
50aad11f,2,12x9,8x4,True,4,2,True,None,0,False,,,False,False,False
50aad11f,3,12x18,4x12,True,6,3,True,None,0,False,,,False,False,False
50c07299,1,16x16,16x16,False,3,4,True,None,0,False,,,False,False,False
50c07299,2,16x16,16x16,False,2,3,True,None,0,False,,,False,False,False
50c07299,3,16x16,16x16,False,4,5,True,None,0,False,,,False,False,False
50cb2852,1,12x11,12x11,False,2,4,True,None,0,False,,,False,False,False
50cb2852,2,13x15,13x15,False,3,6,True,None,0,False,,,False,False,False
50cb2852,3,12x13,12x13,False,3,6,True,None,0,False,,,False,False,False
50f325b5,1,15x18,15x18,False,125,126,True,None,0,False,,,False,False,False
50f325b5,2,14x17,14x17,False,109,111,True,None,0,False,,,False,False,False
50f325b5,3,18x17,18x17,False,150,154,True,None,0,False,,,False,False,False
50f325b5,4,11x18,11x18,False,85,86,True,None,0,False,,,False,False,False
5117e062,1,13x13,3x3,True,6,1,True,None,0,False,,,False,False,False
5117e062,2,13x13,3x3,True,8,1,True,None,0,False,,,False,False,False
5117e062,3,13x13,3x3,True,5,1,True,None,0,False,,,False,False,False
5168d44c,1,13x7,13x7,False,8,8,False,None,0,False,,,False,False,False
5168d44c,2,7x13,7x13,False,7,7,False,None,0,False,,,False,False,False
5168d44c,3,7x7,7x7,False,5,5,False,reflection,1,False,,horizontal,False,False,False
516b51b7,1,12x13,12x13,False,2,6,True,None,0,False,,,False,False,False
516b51b7,2,12x11,12x11,False,3,7,True,None,0,False,,,False,False,False
516b51b7,3,15x14,15x14,False,2,7,True,None,0,False,,,False,False,False
5207a7b5,1,11x8,11x8,False,1,3,True,None,0,False,,,False,False,False
5207a7b5,2,14x7,14x7,False,1,3,True,None,0,False,,,False,False,False
5207a7b5,3,14x8,14x8,False,1,3,True,None,0,False,,,False,False,False
522fdd07,1,16x16,16x16,False,6,6,False,None,0,False,,,False,False,False
522fdd07,2,16x16,16x16,False,3,3,False,None,0,False,,,False,False,False
522fdd07,3,16x16,16x16,False,4,4,False,None,0,False,,,False,False,False
522fdd07,4,16x16,16x16,False,5,5,False,None,0,False,,,False,False,False
52364a65,1,11x11,11x11,False,5,4,True,None,0,False,,,False,False,False
52364a65,2,9x9,9x9,False,4,3,True,None,0,False,,,False,False,False
5289ad53,1,10x14,2x3,True,6,2,True,None,0,False,,,False,False,False
5289ad53,2,10x10,2x3,True,5,3,True,None,0,False,,,False,False,False
5289ad53,3,13x15,2x3,True,7,2,True,None,0,False,,,False,False,False
5289ad53,4,10x19,2x3,True,6,2,True,None,0,False,,,False,False,False
52df9849,1,16x16,16x16,False,3,3,False,None,0,False,,,False,False,False
52df9849,2,16x16,16x16,False,4,4,False,None,0,False,,,False,False,False
52fd389e,1,25x25,25x25,False,6,8,True,None,0,False,,,False,False,False
52fd389e,2,25x25,25x25,False,7,9,True,None,0,False,,,False,False,False
52fd389e,3,25x25,25x25,False,7,9,True,None,0,False,,,False,False,False
538b439f,1,20x20,20x20,False,18,16,True,None,0,False,,,False,False,False
538b439f,2,21x18,21x18,False,40,34,True,None,0,False,,,False,False,False
539a4f51,1,5x5,10x10,True,3,7,True,None,0,False,,,False,False,False
539a4f51,2,5x5,10x10,True,2,5,True,None,0,False,,,False,False,False
539a4f51,3,5x5,10x10,True,5,10,True,None,0,False,,,False,False,False
53b68214,1,8x10,10x10,True,7,10,True,None,0,False,,,False,False,False
53b68214,2,5x10,10x10,True,1,1,False,"scale_up, tile_repeat",2,False,,,False,True,False
53b68214,3,6x10,10x10,True,1,1,False,None,0,False,,,False,False,False
543a7ed5,1,15x15,15x15,False,6,8,True,None,0,False,,,False,False,False
543a7ed5,2,15x15,15x15,False,5,8,True,None,0,False,,,False,False,False
54d82841,1,5x5,5x5,False,1,2,True,None,0,False,,,False,False,False
54d82841,2,8x8,8x8,False,2,4,True,None,0,False,,,False,False,False
54d82841,3,5x7,5x7,False,2,4,True,None,0,False,,,False,False,False
54d9e175,1,3x11,3x11,False,5,5,False,None,0,False,,,False,False,False
54d9e175,2,3x11,3x11,False,5,5,False,None,0,False,,,False,False,False
54d9e175,3,7x11,7x11,False,7,7,False,None,0,False,,,False,False,False
54d9e175,4,3x11,3x11,False,5,5,False,None,0,False,,,False,False,False
54db823b,1,15x15,15x15,False,25,22,True,None,0,False,,,False,False,False
54db823b,2,15x15,15x15,False,21,19,True,None,0,False,,,False,False,False
54db823b,3,15x15,15x15,False,21,17,True,None,0,False,,,False,False,False
54db823b,4,15x15,15x15,False,31,27,True,None,0,False,,,False,False,False
54dc2872,1,12x13,12x13,False,11,9,True,None,0,False,,,False,False,False
54dc2872,2,12x12,12x12,False,5,4,True,None,0,False,,,False,False,False
55059096,1,14x16,14x16,False,4,9,True,None,0,False,,,False,False,False
55059096,2,14x10,14x10,False,3,10,True,None,0,False,,,False,False,False
55059096,3,12x13,12x13,False,4,6,True,None,0,False,,,False,False,False
551d5bf1,1,24x25,24x25,False,5,10,True,None,0,False,,,False,False,False
551d5bf1,2,24x28,24x28,False,5,10,True,None,0,False,,,False,False,False
5521c0d9,1,15x15,15x15,False,3,3,False,None,0,False,,,False,False,False
5521c0d9,2,15x15,15x15,False,3,3,False,None,0,False,,,False,False,False
5521c0d9,3,15x15,15x15,False,3,3,False,None,0,False,,,False,False,False
5582e5ca,1,3x3,3x3,False,8,1,True,recolor,1,True,,,False,False,False
5582e5ca,2,3x3,3x3,False,5,1,True,recolor,1,True,,,False,False,False
5582e5ca,3,3x3,3x3,False,8,1,True,recolor,1,True,,,False,False,False
5587a8d0,1,6x6,3x3,True,3,2,True,None,0,False,,,False,False,False
5587a8d0,2,9x9,5x5,True,5,3,True,None,0,False,,,False,False,False
5587a8d0,3,7x7,7x7,False,5,3,True,None,0,False,,,False,False,False
5614dbcf,1,9x9,3x3,True,8,2,True,None,0,False,,,False,False,False
5614dbcf,2,9x9,3x3,True,11,5,True,None,0,False,,,False,False,False
5623160b,1,10x10,10x10,False,7,7,False,None,0,False,,,False,False,False
5623160b,2,9x9,9x9,False,5,5,False,None,0,False,,,False,False,False
5623160b,3,12x12,12x12,False,6,7,True,None,0,False,,,False,False,False
56dc2b01,1,17x5,17x5,False,2,3,True,None,0,False,,,False,False,False
56dc2b01,2,4x16,4x16,False,2,3,True,None,0,False,,,False,False,False
56dc2b01,3,17x5,17x5,False,2,3,True,None,0,False,,,False,False,False
56ff96f3,1,10x10,10x10,False,2,1,True,None,0,False,,,False,False,False
56ff96f3,2,7x8,7x8,False,4,2,True,None,0,False,,,False,False,False
56ff96f3,3,6x11,6x11,False,2,1,True,None,0,False,,,False,False,False
56ff96f3,4,10x10,10x10,False,4,2,True,None,0,False,,,False,False,False
5751f35e,1,10x10,10x10,False,16,3,True,None,0,False,,,False,False,False
5751f35e,2,10x10,10x10,False,14,2,True,None,0,False,,,False,False,False
575b1a71,1,10x10,10x10,False,1,9,True,None,0,False,,,False,False,False
575b1a71,2,10x10,10x10,False,1,10,True,None,0,False,,,False,False,False
575b1a71,3,10x10,10x10,False,1,7,True,None,0,False,,,False,False,False
5783df64,1,9x9,3x3,True,9,9,False,None,0,False,,,False,False,False
5783df64,2,6x6,3x3,True,9,9,False,None,0,False,,,False,False,False
5783df64,3,6x6,3x3,True,9,9,False,None,0,False,,,False,False,False
5792cb4d,1,10x10,10x10,False,9,9,False,None,0,False,,,False,False,False
5792cb4d,2,10x10,10x10,False,11,11,False,None,0,False,,,False,False,False
57aa92db,1,17x18,17x18,False,4,4,False,None,0,False,,,False,False,False
57aa92db,2,16x18,16x18,False,6,6,False,None,0,False,,,False,False,False
57aa92db,3,15x18,15x18,False,8,12,True,None,0,False,,,False,False,False
57aa92db,4,16x12,16x12,False,4,4,False,None,0,False,,,False,False,False
57edb29d,1,20x24,5x7,True,11,3,True,None,0,False,,,False,False,False
57edb29d,2,22x20,20x12,True,12,5,True,None,0,False,,,False,False,False
57edb29d,3,20x20,10x6,True,13,3,True,None,0,False,,,False,False,False
5833af48,1,16x18,9x15,True,11,5,True,None,0,False,,,False,False,False
5833af48,2,17x18,8x16,True,11,6,True,None,0,False,,,False,False,False
5833af48,3,15x15,6x9,True,11,7,True,None,0,False,,,False,False,False
58743b76,1,12x12,12x12,False,17,17,False,None,0,False,,,False,False,False
58743b76,2,10x10,10x10,False,15,15,False,None,0,False,,,False,False,False
58c02a16,1,7x7,7x7,False,6,49,True,None,0,False,,,False,False,False
58c02a16,2,9x9,9x9,False,7,38,True,None,0,False,,,False,False,False
58c02a16,3,12x8,12x8,False,4,16,True,None,0,False,,,False,False,False
58e15b12,1,22x18,22x18,False,4,32,True,None,0,False,,,False,False,False
58e15b12,2,23x17,23x17,False,4,27,True,None,0,False,,,False,False,False
58e15b12,3,24x19,24x19,False,4,42,True,None,0,False,,,False,False,False
59341089,1,3x3,3x12,True,5,13,True,None,0,False,,,False,False,False
59341089,2,3x3,3x12,True,3,7,True,None,0,False,,,False,False,False
59341089,3,3x3,3x12,True,7,19,True,None,0,False,,,False,False,False
59341089,4,3x3,3x12,True,5,12,True,None,0,False,,,False,False,False
5a5a2103,1,19x19,19x19,False,7,33,True,None,0,False,,,False,False,False
5a5a2103,2,14x14,14x14,False,5,10,True,None,0,False,,,False,False,False
5a719d11,1,25x17,25x17,False,13,10,True,None,0,False,,,False,False,False
5a719d11,2,25x17,25x17,False,14,11,True,None,0,False,,,False,False,False
5a719d11,3,18x17,18x17,False,8,8,False,None,0,False,,,False,False,False
5ad4f10b,1,22x23,3x3,True,37,4,True,None,0,False,,,False,False,False
5ad4f10b,2,20x24,3x3,True,34,3,True,None,0,False,,,False,False,False
5ad4f10b,3,24x23,3x3,True,17,2,True,None,0,False,,,False,False,False
5ad8a7c0,1,4x6,4x6,False,4,2,True,None,0,False,,,False,False,False
5ad8a7c0,2,4x6,4x6,False,7,7,False,"unchanged, reflection, crop",3,False,,vertical,True,False,False
5ad8a7c0,3,4x6,4x6,False,6,4,True,None,0,False,,,False,False,False
5ad8a7c0,4,4x6,4x6,False,7,7,False,"unchanged, reflection, crop",3,False,,vertical,True,False,False
5ad8a7c0,5,4x6,4x6,False,6,5,True,None,0,False,,,False,False,False
5adee1b2,1,20x20,20x20,False,7,10,True,None,0,False,,,False,False,False
5adee1b2,2,20x20,20x20,False,8,11,True,None,0,False,,,False,False,False
5af49b42,1,13x15,13x15,False,13,27,True,None,0,False,,,False,False,False
5af49b42,2,12x14,12x14,False,9,23,True,None,0,False,,,False,False,False
5af49b42,3,13x13,13x13,False,11,21,True,None,0,False,,,False,False,False
5b37cb25,1,30x30,30x30,False,9,15,True,None,0,False,,,False,False,False
5b37cb25,2,30x30,30x30,False,8,10,True,None,0,False,,,False,False,False
5b526a93,1,22x16,22x16,False,6,12,True,None,0,False,,,False,False,False
5b526a93,2,19x17,19x17,False,5,9,True,None,0,False,,,False,False,False
5b692c0f,1,14x14,14x14,False,4,5,True,None,0,False,,,False,False,False
5b692c0f,2,17x19,17x19,False,8,10,True,None,0,False,,,False,False,False
5b6cbef5,1,4x4,16x16,True,3,15,True,None,0,False,,,False,False,False
5b6cbef5,2,4x4,16x16,True,3,12,True,None,0,False,,,False,False,False
5b6cbef5,3,4x4,16x16,True,1,3,True,None,0,False,,,False,False,False
5b6cbef5,4,4x4,16x16,True,2,12,True,None,0,False,,,False,False,False
5b6cbef5,5,4x4,16x16,True,2,12,True,None,0,False,,,False,False,False
5bd6f4ac,1,9x9,3x3,True,19,4,True,crop,1,False,,,True,False,False
5bd6f4ac,2,9x9,3x3,True,35,5,True,crop,1,False,,,True,False,False
5bd6f4ac,3,9x9,3x3,True,18,3,True,crop,1,False,,,True,False,False
5bd6f4ac,4,9x9,3x3,True,28,5,True,crop,1,False,,,True,False,False
5c0a986e,1,10x10,10x10,False,2,14,True,None,0,False,,,False,False,False
5c0a986e,2,10x10,10x10,False,2,6,True,None,0,False,,,False,False,False
5c0a986e,3,10x10,10x10,False,2,8,True,None,0,False,,,False,False,False
5c2c9af4,1,23x23,23x23,False,3,7,True,None,0,False,,,False,False,False
5c2c9af4,2,23x23,23x23,False,3,6,True,None,0,False,,,False,False,False
5c2c9af4,3,23x23,23x23,False,3,4,True,None,0,False,,,False,False,False
5d2a5c43,1,6x9,6x4,True,6,1,True,None,0,False,,,False,False,False
5d2a5c43,2,6x9,6x4,True,3,1,True,None,0,False,,,False,False,False
5d2a5c43,3,6x9,6x4,True,9,1,True,None,0,False,,,False,False,False
5d2a5c43,4,6x9,6x4,True,8,1,True,None,0,False,,,False,False,False
5d2a5c43,5,6x9,6x4,True,8,1,True,None,0,False,,,False,False,False
5d588b4d,1,8x11,5x11,True,1,1,False,None,0,False,,,False,False,False
5d588b4d,2,7x23,1x23,True,1,7,True,None,0,False,,,False,False,False
5d588b4d,3,8x5,3x5,True,1,2,True,None,0,False,,,False,False,False
5d588b4d,4,7x23,1x23,True,1,5,True,None,0,False,,,False,False,False
5daaa586,1,12x12,8x8,True,16,4,True,None,0,False,,,False,False,False
5daaa586,2,22x22,15x12,True,22,4,True,None,0,False,,,False,False,False
5daaa586,3,14x15,6x9,True,25,4,True,None,0,False,,,False,False,False
5e6bbc0b,1,5x6,5x6,False,15,3,True,None,0,False,,,False,False,False
5e6bbc0b,2,7x7,7x7,False,25,3,True,None,0,False,,,False,False,False
5e6bbc0b,3,4x8,4x8,False,16,3,True,None,0,False,,,False,False,False
5e6bbc0b,4,3x3,3x3,False,4,5,True,None,0,False,,,False,False,False
5ecac7f7,1,5x17,5x5,True,26,7,True,None,0,False,,,False,False,False
5ecac7f7,2,5x17,5x5,True,19,8,True,None,0,False,,,False,False,False
5ecac7f7,3,5x17,5x5,True,13,4,True,None,0,False,,,False,False,False
5ffb2104,1,6x6,6x6,False,5,4,True,None,0,False,,,False,False,False
5ffb2104,2,10x13,10x13,False,5,5,False,None,0,False,,,False,False,False
5ffb2104,3,6x6,6x6,False,5,5,False,None,0,False,,,False,False,False
60a26a3e,1,14x16,14x16,False,20,23,True,None,0,False,,,False,False,False
60a26a3e,2,10x15,10x15,False,12,14,True,None,0,False,,,False,False,False
60a26a3e,3,12x15,12x15,False,20,24,True,None,0,False,,,False,False,False
60b61512,1,9x9,9x9,False,2,5,True,None,0,False,,,False,False,False
60b61512,2,9x9,9x9,False,3,7,True,None,0,False,,,False,False,False
60c09cac,1,4x4,8x8,True,3,3,False,scale_up,1,False,,,False,True,False
60c09cac,2,3x3,6x6,True,2,2,False,scale_up,1,False,,,False,True,False
60d73be6,1,10x15,10x15,False,13,35,True,None,0,False,,,False,False,False
60d73be6,2,11x11,11x11,False,10,25,True,None,0,False,,,False,False,False
60d73be6,3,8x8,8x8,False,12,24,True,None,0,False,,,False,False,False
